Shift_ID,Org_ID,Employee_ID,Shift_Type,Shift_Start_Date,Shift_End_Date,Shift_Start_Time,Shift_End_Time
14746,7,47,Week Off,2026-03-20,2026-03-21,,
14747,7,47,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14748,7,47,Week Off,2026-03-27,2026-03-28,,
14749,7,47,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
14750,7,47,Week Off,2026-04-03,2026-04-04,,
14751,7,48,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
14752,7,48,Week Off,2026-03-06,2026-03-07,,
14753,7,48,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
14754,7,48,Week Off,2026-03-13,2026-03-14,,
14755,7,48,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14756,7,48,Week Off,2026-03-20,2026-03-21,,
14757,7,48,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14758,7,48,Week Off,2026-03-27,2026-03-28,,
14759,7,48,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14760,7,48,Week Off,2026-04-03,2026-04-04,,
14761,7,49,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
14762,7,49,Week Off,2026-03-06,2026-03-07,,
14763,7,49,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14764,7,49,Week Off,2026-03-13,2026-03-14,,
14765,7,49,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14766,7,49,Week Off,2026-03-20,2026-03-21,,
14767,7,49,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14768,7,49,Week Off,2026-03-27,2026-03-28,,
14769,7,49,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14770,7,49,Week Off,2026-04-03,2026-04-04,,
14771,7,50,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14772,7,50,Week Off,2026-03-06,2026-03-07,,
14773,7,50,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14774,7,50,Week Off,2026-03-13,2026-03-14,,
14775,7,50,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14776,7,50,Week Off,2026-03-20,2026-03-21,,
14777,7,50,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14778,7,50,Week Off,2026-03-27,2026-03-28,,
14779,7,50,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14780,7,50,Week Off,2026-04-03,2026-04-04,,
14781,7,51,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14782,7,51,Week Off,2026-03-06,2026-03-07,,
14783,7,51,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14784,7,51,Week Off,2026-03-13,2026-03-14,,
14785,7,51,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14786,7,51,Week Off,2026-03-20,2026-03-21,,
14787,7,51,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14788,7,51,Week Off,2026-03-27,2026-03-28,,
14789,7,51,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14790,7,51,Week Off,2026-04-03,2026-04-04,,
14791,7,52,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14792,7,52,Week Off,2026-03-06,2026-03-07,,
14793,7,52,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14794,7,52,Week Off,2026-03-13,2026-03-14,,
14795,7,52,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14796,7,52,Week Off,2026-03-20,2026-03-21,,
14797,7,52,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14798,7,52,Week Off,2026-03-27,2026-03-28,,
14799,7,52,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
14800,7,52,Week Off,2026-04-03,2026-04-04,,
14801,7,53,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14802,7,53,Week Off,2026-03-06,2026-03-07,,
14803,7,53,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14804,7,53,Week Off,2026-03-13,2026-03-14,,
14805,7,53,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14806,7,53,Week Off,2026-03-20,2026-03-21,,
14807,7,53,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14808,7,53,Week Off,2026-03-27,2026-03-28,,
14809,7,53,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14810,7,53,Week Off,2026-04-03,2026-04-04,,
14811,7,54,Night Shift,2026-03-01,2026-03-05,22:30,07:30
14812,7,54,Week Off,2026-03-06,2026-03-07,,
14813,7,54,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14814,7,54,Week Off,2026-03-13,2026-03-14,,
14815,7,54,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14816,7,54,Week Off,2026-03-20,2026-03-21,,
14817,7,54,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14818,7,54,Week Off,2026-03-27,2026-03-28,,
14819,7,54,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14820,7,54,Week Off,2026-04-03,2026-04-04,,
14821,7,55,Night Shift,2026-03-01,2026-03-05,22:30,07:30
14822,7,55,Week Off,2026-03-06,2026-03-07,,
14823,7,55,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
14824,7,55,Week Off,2026-03-13,2026-03-14,,
14825,7,55,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14826,7,55,Week Off,2026-03-20,2026-03-21,,
14827,7,55,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14828,7,55,Week Off,2026-03-27,2026-03-28,,
14829,7,55,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14830,7,55,Week Off,2026-04-03,2026-04-04,,
14831,7,56,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14832,7,56,Week Off,2026-03-06,2026-03-07,,
14833,7,56,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14834,7,56,Week Off,2026-03-13,2026-03-14,,
14835,7,56,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14836,7,56,Week Off,2026-03-20,2026-03-21,,
14837,7,56,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14838,7,56,Week Off,2026-03-27,2026-03-28,,
14839,7,56,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
14840,7,56,Week Off,2026-04-03,2026-04-04,,
14841,7,57,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14842,7,57,Week Off,2026-03-06,2026-03-07,,
14843,7,57,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14844,7,57,Week Off,2026-03-13,2026-03-14,,
14845,7,57,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14846,7,57,Week Off,2026-03-20,2026-03-21,,
14847,7,57,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14848,7,57,Week Off,2026-03-27,2026-03-28,,
14849,7,57,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14850,7,57,Week Off,2026-04-03,2026-04-04,,
14851,7,58,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
14852,7,58,Week Off,2026-03-06,2026-03-07,,
14853,7,58,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14854,7,58,Week Off,2026-03-13,2026-03-14,,
14855,7,58,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14856,7,58,Week Off,2026-03-20,2026-03-21,,
14857,7,58,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14858,7,58,Week Off,2026-03-27,2026-03-28,,
14859,7,58,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
14860,7,58,Week Off,2026-04-03,2026-04-04,,
14861,7,59,Night Shift,2026-03-01,2026-03-05,22:30,07:30
14862,7,59,Week Off,2026-03-06,2026-03-07,,
14863,7,59,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
14864,7,59,Week Off,2026-03-13,2026-03-14,,
14865,7,59,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14866,7,59,Week Off,2026-03-20,2026-03-21,,
14867,7,59,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14868,7,59,Week Off,2026-03-27,2026-03-28,,
14869,7,59,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14870,7,59,Week Off,2026-04-03,2026-04-04,,
14871,7,60,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
14872,7,60,Week Off,2026-03-06,2026-03-07,,
14873,7,60,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14874,7,60,Week Off,2026-03-13,2026-03-14,,
14875,7,60,Night Shift,2026-03-15,2026-03-19,22:30,07:30
14876,7,60,Week Off,2026-03-20,2026-03-21,,
14877,7,60,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14878,7,60,Week Off,2026-03-27,2026-03-28,,
14879,7,60,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14880,7,60,Week Off,2026-04-03,2026-04-04,,
14881,7,61,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14882,7,61,Week Off,2026-03-06,2026-03-07,,
14883,7,61,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14884,7,61,Week Off,2026-03-13,2026-03-14,,
14885,7,61,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14886,7,61,Week Off,2026-03-20,2026-03-21,,
14887,7,61,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14888,7,61,Week Off,2026-03-27,2026-03-28,,
14889,7,61,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14890,7,61,Week Off,2026-04-03,2026-04-04,,
14891,7,62,Night Shift,2026-03-01,2026-03-05,22:30,07:30
14892,7,62,Week Off,2026-03-06,2026-03-07,,
14893,7,62,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
14894,7,62,Week Off,2026-03-13,2026-03-14,,
14895,7,62,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14896,7,62,Week Off,2026-03-20,2026-03-21,,
14897,7,62,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14898,7,62,Week Off,2026-03-27,2026-03-28,,
14899,7,62,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14900,7,62,Week Off,2026-04-03,2026-04-04,,
14901,7,63,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14902,7,63,Week Off,2026-03-06,2026-03-07,,
14903,7,63,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14904,7,63,Week Off,2026-03-13,2026-03-14,,
14905,7,63,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14906,7,63,Week Off,2026-03-20,2026-03-21,,
14907,7,63,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14908,7,63,Week Off,2026-03-27,2026-03-28,,
14909,7,63,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14910,7,63,Week Off,2026-04-03,2026-04-04,,
14911,7,64,Night Shift,2026-03-01,2026-03-05,22:30,07:30
14912,7,64,Week Off,2026-03-06,2026-03-07,,
14913,7,64,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14914,7,64,Week Off,2026-03-13,2026-03-14,,
14915,7,64,Night Shift,2026-03-15,2026-03-19,22:30,07:30
14916,7,64,Week Off,2026-03-20,2026-03-21,,
14917,7,64,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14918,7,64,Week Off,2026-03-27,2026-03-28,,
14919,7,64,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14920,7,64,Week Off,2026-04-03,2026-04-04,,
14921,7,65,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14922,7,65,Week Off,2026-03-06,2026-03-07,,
14923,7,65,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14924,7,65,Week Off,2026-03-13,2026-03-14,,
14925,7,65,Night Shift,2026-03-15,2026-03-19,22:30,07:30
14926,7,65,Week Off,2026-03-20,2026-03-21,,
14927,7,65,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14928,7,65,Week Off,2026-03-27,2026-03-28,,
14929,7,65,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14930,7,65,Week Off,2026-04-03,2026-04-04,,
14931,7,66,Night Shift,2026-03-01,2026-03-05,22:30,07:30
14932,7,66,Week Off,2026-03-06,2026-03-07,,
14933,7,66,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14934,7,66,Week Off,2026-03-13,2026-03-14,,
14935,7,66,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14936,7,66,Week Off,2026-03-20,2026-03-21,,
14937,7,66,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14938,7,66,Week Off,2026-03-27,2026-03-28,,
14939,7,66,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14940,7,66,Week Off,2026-04-03,2026-04-04,,
14941,7,67,Night Shift,2026-03-01,2026-03-05,22:30,07:30
14942,7,67,Week Off,2026-03-06,2026-03-07,,
14943,7,67,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
14944,7,67,Week Off,2026-03-13,2026-03-14,,
14945,7,67,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
14946,7,67,Week Off,2026-03-20,2026-03-21,,
14947,7,67,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14948,7,67,Week Off,2026-03-27,2026-03-28,,
14949,7,67,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14950,7,67,Week Off,2026-04-03,2026-04-04,,
14951,7,68,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14952,7,68,Week Off,2026-03-06,2026-03-07,,
14953,7,68,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14954,7,68,Week Off,2026-03-13,2026-03-14,,
14955,7,68,Night Shift,2026-03-15,2026-03-19,22:30,07:30
14956,7,68,Week Off,2026-03-20,2026-03-21,,
14957,7,68,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
14958,7,68,Week Off,2026-03-27,2026-03-28,,
14959,7,68,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14960,7,68,Week Off,2026-04-03,2026-04-04,,
14961,7,69,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
14962,7,69,Week Off,2026-03-06,2026-03-07,,
14963,7,69,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14964,7,69,Week Off,2026-03-13,2026-03-14,,
14965,7,69,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14966,7,69,Week Off,2026-03-20,2026-03-21,,
14967,7,69,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14968,7,69,Week Off,2026-03-27,2026-03-28,,
14969,7,69,Night Shift,2026-03-29,2026-04-02,22:30,07:30
14970,7,69,Week Off,2026-04-03,2026-04-04,,
14971,7,70,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
14972,7,70,Week Off,2026-03-06,2026-03-07,,
14973,7,70,Night Shift,2026-03-08,2026-03-12,22:30,07:30
14974,7,70,Week Off,2026-03-13,2026-03-14,,
14975,7,70,Night Shift,2026-03-15,2026-03-19,22:30,07:30
14976,7,70,Week Off,2026-03-20,2026-03-21,,
14977,7,70,Night Shift,2026-03-22,2026-03-26,22:30,07:30
14978,7,70,Week Off,2026-03-27,2026-03-28,,
14979,7,70,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
14980,7,70,Week Off,2026-04-03,2026-04-04,,
14981,7,71,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
14982,7,71,Week Off,2026-03-06,2026-03-07,,
14983,7,71,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14984,7,71,Week Off,2026-03-13,2026-03-14,,
14985,7,71,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14986,7,71,Week Off,2026-03-20,2026-03-21,,
14987,7,71,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14988,7,71,Week Off,2026-03-27,2026-03-28,,
14989,7,71,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
14990,7,71,Week Off,2026-04-03,2026-04-04,,
14991,7,72,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
14992,7,72,Week Off,2026-03-06,2026-03-07,,
14993,7,72,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
14994,7,72,Week Off,2026-03-13,2026-03-14,,
14995,7,72,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
14996,7,72,Week Off,2026-03-20,2026-03-21,,
14997,7,72,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
14998,7,72,Week Off,2026-03-27,2026-03-28,,
14999,7,72,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15000,7,72,Week Off,2026-04-03,2026-04-04,,
15001,7,73,Night Shift,2026-03-01,2026-03-05,22:30,07:30
15002,7,73,Week Off,2026-03-06,2026-03-07,,
15003,7,73,Night Shift,2026-03-08,2026-03-12,22:30,07:30
15004,7,73,Week Off,2026-03-13,2026-03-14,,
15005,7,73,Night Shift,2026-03-15,2026-03-19,22:30,07:30
15006,7,73,Week Off,2026-03-20,2026-03-21,,
15007,7,73,Night Shift,2026-03-22,2026-03-26,22:30,07:30
15008,7,73,Week Off,2026-03-27,2026-03-28,,
15009,7,73,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15010,7,73,Week Off,2026-04-03,2026-04-04,,
15011,7,74,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15012,7,74,Week Off,2026-03-06,2026-03-07,,
15013,7,74,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15014,7,74,Week Off,2026-03-13,2026-03-14,,
15015,7,74,Night Shift,2026-03-15,2026-03-19,22:30,07:30
15016,7,74,Week Off,2026-03-20,2026-03-21,,
15017,7,74,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
15018,7,74,Week Off,2026-03-27,2026-03-28,,
15019,7,74,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
15020,7,74,Week Off,2026-04-03,2026-04-04,,
15021,7,75,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15022,7,75,Week Off,2026-03-06,2026-03-07,,
15023,7,75,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15024,7,75,Week Off,2026-03-13,2026-03-14,,
15025,7,75,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15026,7,75,Week Off,2026-03-20,2026-03-21,,
15027,7,75,Night Shift,2026-03-22,2026-03-26,22:30,07:30
15028,7,75,Week Off,2026-03-27,2026-03-28,,
15029,7,75,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15030,7,75,Week Off,2026-04-03,2026-04-04,,
15031,7,76,Night Shift,2026-03-01,2026-03-05,22:30,07:30
15032,7,76,Week Off,2026-03-06,2026-03-07,,
15033,7,76,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
15034,7,76,Week Off,2026-03-13,2026-03-14,,
15035,7,76,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
15036,7,76,Week Off,2026-03-20,2026-03-21,,
15037,7,76,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
15038,7,76,Week Off,2026-03-27,2026-03-28,,
15039,7,76,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
15040,7,76,Week Off,2026-04-03,2026-04-04,,
15041,7,77,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15042,7,77,Week Off,2026-03-06,2026-03-07,,
15043,7,77,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15044,7,77,Week Off,2026-03-13,2026-03-14,,
15045,7,77,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15046,7,77,Week Off,2026-03-20,2026-03-21,,
15047,7,77,Night Shift,2026-03-22,2026-03-26,22:30,07:30
15048,7,77,Week Off,2026-03-27,2026-03-28,,
15049,7,77,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
15050,7,77,Week Off,2026-04-03,2026-04-04,,
15051,7,78,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
15052,7,78,Week Off,2026-03-06,2026-03-07,,
15053,7,78,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15054,7,78,Week Off,2026-03-13,2026-03-14,,
15055,7,78,Night Shift,2026-03-15,2026-03-19,22:30,07:30
15056,7,78,Week Off,2026-03-20,2026-03-21,,
15057,7,78,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
15058,7,78,Week Off,2026-03-27,2026-03-28,,
15059,7,78,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
15060,7,78,Week Off,2026-04-03,2026-04-04,,
15061,7,79,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15062,7,79,Week Off,2026-03-06,2026-03-07,,
15063,7,79,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15064,7,79,Week Off,2026-03-13,2026-03-14,,
15065,7,79,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15066,7,79,Week Off,2026-03-20,2026-03-21,,
15067,7,79,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
15068,7,79,Week Off,2026-03-27,2026-03-28,,
15069,7,79,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15070,7,79,Week Off,2026-04-03,2026-04-04,,
15071,7,80,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
15072,7,80,Week Off,2026-03-06,2026-03-07,,
15073,7,80,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
15074,7,80,Week Off,2026-03-13,2026-03-14,,
15075,7,80,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15076,7,80,Week Off,2026-03-20,2026-03-21,,
15077,7,80,Night Shift,2026-03-22,2026-03-26,22:30,07:30
15078,7,80,Week Off,2026-03-27,2026-03-28,,
15079,7,80,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
15080,7,80,Week Off,2026-04-03,2026-04-04,,
15081,7,81,Night Shift,2026-03-01,2026-03-05,22:30,07:30
15082,7,81,Week Off,2026-03-06,2026-03-07,,
15083,7,81,Night Shift,2026-03-08,2026-03-12,22:30,07:30
15084,7,81,Week Off,2026-03-13,2026-03-14,,
15085,7,81,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
15086,7,81,Week Off,2026-03-20,2026-03-21,,
15087,7,81,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
15088,7,81,Week Off,2026-03-27,2026-03-28,,
15089,7,81,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15090,7,81,Week Off,2026-04-03,2026-04-04,,
15091,7,82,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
15092,7,82,Week Off,2026-03-06,2026-03-07,,
15093,7,82,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
15094,7,82,Week Off,2026-03-13,2026-03-14,,
15095,7,82,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15096,7,82,Week Off,2026-03-20,2026-03-21,,
15097,7,82,Night Shift,2026-03-22,2026-03-26,22:30,07:30
15098,7,82,Week Off,2026-03-27,2026-03-28,,
15099,7,82,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
15100,7,82,Week Off,2026-04-03,2026-04-04,,
15101,7,83,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
15102,7,83,Week Off,2026-03-06,2026-03-07,,
15103,7,83,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
15104,7,83,Week Off,2026-03-13,2026-03-14,,
15105,7,83,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
15106,7,83,Week Off,2026-03-20,2026-03-21,,
15107,7,83,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
15108,7,83,Week Off,2026-03-27,2026-03-28,,
15109,7,83,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15110,7,83,Week Off,2026-04-03,2026-04-04,,
15111,7,84,Night Shift,2026-03-01,2026-03-05,22:30,07:30
15112,7,84,Week Off,2026-03-06,2026-03-07,,
15113,7,84,Afternoon Shift,2026-03-08,2026-03-12,14:30,23:30
15114,7,84,Week Off,2026-03-13,2026-03-14,,
15115,7,84,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
15116,7,84,Week Off,2026-03-20,2026-03-21,,
15117,7,84,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
15118,7,84,Week Off,2026-03-27,2026-03-28,,
15119,7,84,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15120,7,84,Week Off,2026-04-03,2026-04-04,,
15121,7,85,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15122,7,85,Week Off,2026-03-06,2026-03-07,,
15123,7,85,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15124,7,85,Week Off,2026-03-13,2026-03-14,,
15125,7,85,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15126,7,85,Week Off,2026-03-20,2026-03-21,,
15127,7,85,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
15128,7,85,Week Off,2026-03-27,2026-03-28,,
15129,7,85,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
15130,7,85,Week Off,2026-04-03,2026-04-04,,
15131,7,86,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15132,7,86,Week Off,2026-03-06,2026-03-07,,
15133,7,86,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15134,7,86,Week Off,2026-03-13,2026-03-14,,
15135,7,86,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15136,7,86,Week Off,2026-03-20,2026-03-21,,
15137,7,86,Night Shift,2026-03-22,2026-03-26,22:30,07:30
15138,7,86,Week Off,2026-03-27,2026-03-28,,
15139,7,86,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15140,7,86,Week Off,2026-04-03,2026-04-04,,
15141,7,87,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
15142,7,87,Week Off,2026-03-06,2026-03-07,,
15143,7,87,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15144,7,87,Week Off,2026-03-13,2026-03-14,,
15145,7,87,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15146,7,87,Week Off,2026-03-20,2026-03-21,,
15147,7,87,Morning Shift,2026-03-22,2026-03-26,06:30,15:30
15148,7,87,Week Off,2026-03-27,2026-03-28,,
15149,7,87,Night Shift,2026-03-29,2026-04-02,22:30,07:30
15150,7,87,Week Off,2026-04-03,2026-04-04,,
15151,7,88,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15152,7,88,Week Off,2026-03-06,2026-03-07,,
15153,7,88,Night Shift,2026-03-08,2026-03-12,22:30,07:30
15154,7,88,Week Off,2026-03-13,2026-03-14,,
15155,7,88,Afternoon Shift,2026-03-15,2026-03-19,14:30,23:30
15156,7,88,Week Off,2026-03-20,2026-03-21,,
15157,7,88,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
15158,7,88,Week Off,2026-03-27,2026-03-28,,
15159,7,88,Afternoon Shift,2026-03-29,2026-04-02,14:30,23:30
15160,7,88,Week Off,2026-04-03,2026-04-04,,
15161,7,89,Afternoon Shift,2026-03-01,2026-03-05,14:30,23:30
15162,7,89,Week Off,2026-03-06,2026-03-07,,
15163,7,89,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15164,7,89,Week Off,2026-03-13,2026-03-14,,
15165,7,89,Night Shift,2026-03-15,2026-03-19,22:30,07:30
15166,7,89,Week Off,2026-03-20,2026-03-21,,
15167,7,89,Afternoon Shift,2026-03-22,2026-03-26,14:30,23:30
15168,7,89,Week Off,2026-03-27,2026-03-28,,
15169,7,89,Morning Shift,2026-03-29,2026-04-02,06:30,15:30
15170,7,89,Week Off,2026-04-03,2026-04-04,,
15171,7,90,Morning Shift,2026-03-01,2026-03-05,06:30,15:30
15172,7,90,Week Off,2026-03-06,2026-03-07,,
15173,7,90,Morning Shift,2026-03-08,2026-03-12,06:30,15:30
15174,7,90,Week Off,2026-03-13,2026-03-14,,
15175,7,90,Morning Shift,2026-03-15,2026-03-19,06:30,15:30
15176,7,90,Week Off,2026-03-20,2026-03-21,,
15177,7,90,Night Shift,2026-03-22,2026-03-26,22:30,07:30
15178,7,90,Week Off,2026-03-27,2026-03-28,,
